data;date;place;place2;latitude;longitude
"#gempa mag:2.2, 12-feb-2023 21:41:28wib, lok:6.85ls, 107.11bt (4 km baratdaya kab-cianjur-jabar), kedlmn:15 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;cianjur;jabar;-6.85;107.11
"#gempa mag:4.8, 12-feb-2023 21:08:41wib, lok:3.51ls, 141.67bt (102 km tenggara keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;keerom;papua;-3.51;141.67
#gempa (update) mag:2.3, 12-feb-23 19:45:57 wib, lok:8.10 ls, 115.22 bt (pusat gempa berada di darat 14 km timurlaut buleleng), kedlmn:14 km dirasakan (mmi) ii kubutambahan #bmkg;2022-02-12;buleleng;;-8.10;115.22
#gempa dirasakan magnitudo: 2.3, kedalaman: 14 km, 12 feb 2023 19:45:57 wib, koordinat: 8.10 ls-115.22 bt (pusat gempa berada di darat 14 km timurlaut buleleng) #bmkg;2022-02-12;buleleng;;-8.10;115.22
"#gempa mag:5.2, 12-feb-2023 18:41:43wib, lok:9.91lu, 126.88bt (657 km timurlaut melonguane-sulut), kedlmn:33 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;melonguane;sulut;9.91;126.88
"#gempa mag:3.5, 12-feb-2023 18:41:01wib, lok:9.09ls, 112.39bt (107 km baratdaya kab-malang-jatim), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;malang;jatim;-9.09;112.39
#gempa (update) mag:3.5, 09-feb-23 15:10:45 wib, lok:2.52 ls, 140.68 bt (pusat gempa berada di darat 4 km barat laut kota jayapura), kedlmn:5 km dirasakan (mmi) iii kota jayapura #bmkg;2022-02-09;jayapura;;-2.52;140.68
"#gempa mag:2.6, 12-feb-2023 18:21:05wib, lok:0.58lu, 122.29bt (8 km baratlaut boalemo-gorontalo), kedlmn:89 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;boalemo;gorontalo;0.58;122.29
#gempa (update) mag:4.7, 12-feb-23 17:43:51 wib, lok:1.44 ls, 134.30 bt (pusat gempa berada di laut 16 km timurlaut ransiki), kedlmn:10 km dirasakan (mmi) ii-iii ransiki, ii-iii manokwari #bmkg;2022-02-12;ransiki;;-1.44;134.30
#gempa dirasakan magnitudo: 4.7, kedalaman: 10 km, 12 feb 2023 17:43:51 wib, koordinat: 1.44 ls-134.30 bt (pusat gempa berada di laut 16 km timurlaut ransiki) #bmkg;2022-02-12;ransiki;;-1.44;134.30
#gempa (update) mag:2.8, 12-feb-23 17:40:26 wib, lok:2.39 ls, 140.67 bt (pusat gempa berada di laut 20 km timurlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-12;jayapura;;-2.39;140.67
#gempa dirasakan magnitudo: 2.8, kedalaman: 10 km, 12 feb 2023 17:40:26 wib, koordinat: 2.39 ls-140.67 bt (pusat gempa berada di laut 20 km timurlaut kota jayapura) #bmkg;2022-02-12;jayapura;;-2.39;140.67
"#gempa mag:2.7, 12-feb-2023 17:54:05wib, lok:0.21ls, 122.91bt (86 km baratdaya bonebolango-gorontalo), kedlmn:31 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;bonebolango;gorontalo;-0.21;122.91
"#gempa mag:4.9, 12-feb-2023 17:43:51wib, lok:1.41ls, 134.22bt (60 km tenggara manokwarisel-papuabrt), kedlmn:25 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;manokwarisel;papuabrt;-1.41;134.22
"#gempa mag:3.5, 12-feb-2023 14:14:40wib, lok:0.10ls, 124.18bt (56 km tenggara bolaanguki-bolsel-sulut), kedlmn:36 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;bolsel;sulut;-0.10;124.18
"#gempa mag:2.9, 12-feb-2023 13:50:14wib, lok:0.36ls, 121.89bt (90 km timurlaut tojouna-una-sulteng), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;una;sulteng;-0.36;121.89
#gempa (update) mag:3.4, 12-feb-23 12:13:54 wib, lok:0.32 ls, 100.31 bt (pusat gempa berada di darat 6 km baratdaya bukittinggi), kedlmn:10 km dirasakan (mmi) ii bukittinggi, ii padang panjang, ii padang pariaman #bmkg;2022-02-12;bukittinggi;;-0.32;100.31
#gempa dirasakan magnitudo: 3.4, kedalaman: 10 km, 12 feb 2023 12:13:54 wib, koordinat: 0.32 ls-100.31 bt (pusat gempa berada di darat 6 km baratdaya bukittinggi) #bmkg;2022-02-12;bukittinggi;;-0.32;100.31
"#gempa mag:3.5, 12-feb-2023 12:13:54wib, lok:0.29ls, 100.29bt (9 km baratlaut bukittinggi-sumbar), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;bukittinggi;sumbar;-0.29;100.29
"#gempa mag:3.8, 12-feb-2023 10:26:28wib, lok:8.79ls, 117.27bt (37 km baratdaya sumbawa-ntb), kedlmn:106 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;sumbawa;ntb;-8.79;117.27
"#gempa mag:3.1, 12-feb-2023 09:52:17wib, lok:3.66lu, 126.71bt (37 km tenggara melonguane-sulut), kedlmn:26 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;melonguane;sulut;3.66;126.71
"#gempa mag:3.0, 12-feb-2023 09:49:10wib, lok:3.62lu, 126.71bt (42 km tenggara melonguane-sulut), kedlmn:20 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;melonguane;sulut;3.62;126.71
"#gempa mag:3.4, 12-feb-2023 09:36:19wib, lok:3.80lu, 126.76bt (23 km tenggara melonguane-sulut), kedlmn:42 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;melonguane;sulut;3.80;126.76
"#gempa mag:2.6, 12-feb-2023 07:45:26wib, lok:0.42ls, 123.03bt (98 km baratlaut banggaikep-sulteng), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;banggaikep;sulteng;-0.42;123.03
"#gempa mag:4.0, 12-feb-2023 05:33:11wib, lok:9.18ls, 124.05bt (67 km baratlaut timortengahut-ntt), kedlmn:65 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;timortengahut;ntt;-9.18;124.05
#gempa (update) mag:2.6, 12-feb-23 02:58:43 wib, lok:2.44 ls, 140.69 bt (pusat gempa berada di darat 11 km barat laut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-12;jayapura;;-2.44;140.69
#gempa dirasakan magnitudo: 2.6, kedalaman: 10 km, 12 feb 2023 02:58:43 wib, koordinat: 2.44 ls-140.69 bt (pusat gempa berada di darat 11 km barat laut kota jayapura) #bmkg;2022-02-12;jayapura;;-2.44;140.69
"#gempa mag:4.0, 12-feb-2023 02:52:52wib, lok:4.03lu, 126.90bt (25 km timurlaut melonguane-sulut), kedlmn:55 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;melonguane;sulut;4.03;126.90
"#gempa mag:1.9, 12-feb-2023 02:18:52wib, lok:3.54ls, 128.22bt (52 km tenggara serambagianbarat-maluku), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;serambagianbarat;maluku;-3.54;128.22
"#gempa mag:2.5, 12-feb-2023 00:00:23wib, lok:0.11ls, 123.07bt (72 km baratdaya bonebolango-gorontalo), kedlmn:136 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;bonebolango;gorontalo;-0.11;123.07
"#gempa mag:4.7, 11-feb-2023 23:47:13wib, lok:7.32ls, 129.61bt (201 km baratlaut malukutenggarabrt), kedlmn:83 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;malukutenggarabrt;;-7.32;129.61
"#gempa mag:3.3, 11-feb-2023 23:38:43wib, lok:2.38ls, 135.46bt (105 km baratdaya kep-yapen-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;yapen;papua;-2.38;135.46
"#gempa mag:3.0, 11-feb-2023 23:28:11wib, lok:2.63lu, 128.29bt (64 km baratlaut daruba-malut), kedlmn:176 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;daruba;malut;2.63;128.29
#gempa (update) mag:3.1, 11-feb-23 23:03:00 wib, lok:2.38 ls, 140.69 bt (pusat gempa berada di laut 18 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-11;jayapura;;-2.38;140.69
#gempa dirasakan magnitudo: 3.1, kedalaman: 10 km, 11 feb 2023 23:03:00 wib, koordinat: 2.38 ls-140.69 bt (pusat gempa berada di laut 18 km baratlaut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.38;140.69
#gempa (update) mag:3.3, 11-feb-23 22:55:28 wib, lok:2.48 ls, 140.65 bt (pusat gempa berada di darat 10 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-11;jayapura;;-2.48;140.65
#gempa dirasakan magnitudo: 3.3, kedalaman: 10 km, 11 feb 2023 22:55:28 wib, koordinat: 2.48 ls-140.65 bt (pusat gempa berada di darat 10 km baratlaut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.48;140.65
"#gempa mag:2.6, 11-feb-2023 22:33:21wib, lok:0.97lu, 122.64bt (32 km baratlaut gorontaloutara-gorontalo), kedlmn:12 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;gorontaloutara;gorontalo;0.97;122.64
#gempa (update) mag:3.4, 11-feb-23 21:41:34 wib, lok:2.48 ls, 140.62 bt (pusat gempa berada di darat 12 km baratlaut kota jayapura), kedlmn:23 km dirasakan (mmi) ii - iii kota jayapura #bmkg;2022-02-11;jayapura;;-2.48;140.62
#gempa dirasakan magnitudo: 3.4, kedalaman: 23 km, 11 feb 2023 21:41:34 wib, koordinat: 2.48 ls-140.62 bt (pusat gempa berada di darat 12 km baratlaut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.48;140.62
"#gempa mag:3.5, 11-feb-2023 18:51:09wib, lok:0.30lu, 121.30bt (63 km tenggara parigimoutong-sulteng), kedlmn:166 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;parigimoutong;sulteng;0.30;121.30
"#gempa mag:3.4, 11-feb-2023 17:39:05wib, lok:1.27lu, 126.15bt (115 km tenggara bitung-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;bitung;sulut;1.27;126.15
"#gempa mag:3.5, 11-feb-2023 16:51:00wib, lok:4.06lu, 126.77bt (12 km timurlaut melonguane-sulut), kedlmn:63 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;melonguane;sulut;4.06;126.77
"#gempa mag:4.4, 11-feb-2023 16:12:27wib, lok:3.87lu, 126.79bt (19 km tenggara melonguane-sulut), kedlmn:48 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;melonguane;sulut;3.87;126.79
"#gempa mag:4.3, 11-feb-2023 16:07:54wib, lok:3.78lu, 126.73bt (25 km tenggara melonguane-sulut), kedlmn:31 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;melonguane;sulut;3.78;126.73
#gempa (update) mag:6.0, 11-feb-23 15:55:06 wib, lok:3.67 lu, 126.76 bt (pusat gempa berada di laut 37 km tenggara melonguane), kedlmn:11 km dirasakan (mmi) iv melonguane, iii-iv tahuna, iii - iv siau, ii manado #bmkg;2022-02-11;melonguane;;3.67;126.76
#gempa dirasakan magnitudo: 6.0, kedalaman: 11 km, 11 feb 2023 15:55:06 wib, koordinat: 3.67 lu-126.76 bt (pusat gempa berada di laut 37 km tenggara melonguane) #bmkg;2022-02-11;melonguane;;3.67;126.76
#gempa mag:6.0, 11-feb-23 15:55:06 wib, lok:3.67 lu,126.76 bt (37 km tenggara melonguane-sulut), kedlmn:11 km, tdk berpotensi tsunami #bmkg;2022-02-11;melonguane;sulut;3.67;126.76
#gempa magnitudo: 6.0, kedalaman: 11 km, 11 feb 2023 15:55:06 wib, koordinat: 3.67 lu-126.76 bt (37 km tenggara melonguane-sulut), tidak berpotensi tsunami #bmkg;2022-02-11;melonguane;sulut;3.67;126.76
"#gempa mag:6.0, 11-feb-2023 15:55:05wib, lok:3.62lu, 126.72bt (42 km tenggara melonguane-sulut), kedlmn:12 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;melonguane;sulut;3.62;126.72
"#gempa mag:3.8, 11-feb-2023 15:16:45wib, lok:3.77ls, 136.66bt (30 km baratdaya intanjaya-papua), kedlmn:120 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;intanjaya;papua;-3.77;136.66
"#gempa mag:1.7, 11-feb-2023 14:25:06wib, lok:2.48ls, 121.38bt (25 km timurlaut luwutimur-sulsel), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;luwutimur;sulsel;-2.48;121.38
"#gempa mag:1.9, 11-feb-2023 13:16:51wib, lok:2.70ls, 121.32bt (21 km tenggara luwutimur-sulsel), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;luwutimur;sulsel;-2.70;121.32
"#gempa mag:4.2, 11-feb-2023 09:29:20wib, lok:4.66lu, 126.70bt (73 km timurlaut melonguane-sulut), kedlmn:31 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;melonguane;sulut;4.66;126.70
"#gempa mag:3.5, 11-feb-2023 09:15:36wib, lok:4.65lu, 96.46bt (42 km baratlaut takengon-acehtengah), kedlmn:154 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;takengon;acehtengah;4.65;96.46
"#gempa mag:3.0, 11-feb-2023 07:34:34wib, lok:9.22ls, 119.10bt (21 km baratlaut tambolaka-ntt), kedlmn:53 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;tambolaka;ntt;-9.22;119.10
#gempa (update) mag:3.2, 11-feb-23 07:12:29 wib, lok:2.50 ls, 140.61 bt (pusat gempa berada di darat 12 km barat laut kota jayapura), kedlmn:4 km dirasakan (mmi) ii-iii kota jayapura #bmkg;2022-02-11;jayapura;;-2.50;140.61
#gempa dirasakan magnitudo: 3.2, kedalaman: 4 km, 11 feb 2023 07:12:29 wib, koordinat: 2.50 ls-140.61 bt (pusat gempa berada di darat 12 km barat laut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.50;140.61
"#gempa mag:3.4, 11-feb-2023 07:13:55wib, lok:3.03lu, 127.15bt (119 km tenggara melonguane-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;melonguane;sulut;3.03;127.15
"#gempa mag:2.9, 11-feb-2023 07:12:28wib, lok:2.51ls, 140.63bt (93 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;keerom;papua;-2.51;140.63
#gempa (update) mag:3.1, 11-feb-23 06:47:54 wib, lok:2.41 ls, 140.62 bt (pusat gempa berada di laut 18 km barat laut kota jayapura), kedlmn:12 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-11;jayapura;;-2.41;140.62
#gempa dirasakan magnitudo: 3.1, kedalaman: 12 km, 11 feb 2023 06:47:54 wib, koordinat: 2.41 ls-140.62 bt (pusat gempa berada di laut 18 km barat laut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.41;140.62
#gempa (update) mag:2.5, 11-feb-23 06:36:32 wib, lok:2.51 ls, 140.63 bt (pusat gempa berada di darat 10 km barat laut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-11;jayapura;;-2.51;140.63
#gempa dirasakan magnitudo: 2.5, kedalaman: 10 km, 11 feb 2023 06:36:32 wib, koordinat: 2.51 ls-140.63 bt (pusat gempa berada di darat 10 km barat laut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.51;140.63
#gempa (update) mag:3.5, 11-feb-23 06:23:06 wib, lok:2.44 ls, 140.69 bt (pusat gempa berada di laut 11 km barat laut kota jayapura), kedlmn:6 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-11;jayapura;;-2.44;140.69
#gempa dirasakan magnitudo: 3.5, kedalaman: 6 km, 11 feb 2023 06:23:06 wib, koordinat: 2.44 ls-140.69 bt (pusat gempa berada di laut 11 km barat laut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.44;140.69
#gempa (update) mag:4.0, 11-feb-23 03:37:47 wib, lok:2.49 ls, 140.67 bt (pusat gempa berada di darat 7 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) iii-iv kota jayapura #bmkg;2022-02-11;jayapura;;-2.49;140.67
#gempa dirasakan magnitudo: 4.0, kedalaman: 10 km, 11 feb 2023 03:37:47 wib, koordinat: 2.49 ls-140.67 bt (pusat gempa berada di darat 7 km baratlaut kota jayapura) #bmkg;2022-02-11;jayapura;;-2.49;140.67
#gempa dirasakan magnitudo: 3.5, kedalaman: 5 km, 09 feb 2023 15:10:45 wib, koordinat: 2.52 ls-140.68 bt (pusat gempa berada di darat 4 km barat laut kota jayapura) #bmkg;2022-02-09;jayapura;;-2.52;140.68
"#gempa mag:3.8, 11-feb-2023 03:37:48wib, lok:2.50ls, 140.64bt (94 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;keerom;papua;-2.50;140.64
#gempa (update) mag:4.1, 11-feb-23 00:39:09 wib, lok:2.55 ls, 140.65 bt (pusat gempa berada di darat 7 km baratdaya kota jayapura), kedlmn:10 km dirasakan (mmi) iii - iv kota jayapura #bmkg;2022-02-11;jayapura;;-2.55;140.65
#gempa dirasakan magnitudo: 4.1, kedalaman: 10 km, 11 feb 2023 00:39:09 wib, koordinat: 2.55 ls-140.65 bt (pusat gempa berada di darat 7 km baratdaya kota jayapura) #bmkg;2022-02-11;jayapura;;-2.55;140.65
"#gempa mag:4.4, 11-feb-2023 00:44:12wib, lok:4.31lu, 124.57bt (128 km baratlaut tahuna-kep.sangihe-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-11;sangihe;sulut;4.31;124.57
#gempa (update) mag:3.2, 10-feb-23 23:45:12 wib, lok:3.56 ls, 119.15 bt (pusat gempa berada di laut 24 km tenggara polewalimandar), kedlmn:10 km dirasakan (mmi) ii polewali, ii majene #bmkg;2022-02-10;polewalimandar;;-3.56;119.15
#gempa dirasakan magnitudo: 3.2, kedalaman: 10 km, 10 feb 2023 23:45:12 wib, koordinat: 3.56 ls-119.15 bt (pusat gempa berada di laut 24 km tenggara polewalimandar) #bmkg;2022-02-10;polewalimandar;;-3.56;119.15
#gempa (update) mag:3.2, 10-feb-23 23:45:12 wib, lok:3.56 ls, 119.15 bt (pusat gempa berada di darat 24 km tenggara polewalimandar), kedlmn:10 km dirasakan (mmi) ii polewali, ii majene #bmkg;2022-02-10;polewalimandar;;-3.56;119.15
#gempa dirasakan magnitudo: 3.2, kedalaman: 10 km, 10 feb 2023 23:45:12 wib, koordinat: 3.56 ls-119.15 bt (pusat gempa berada di darat 24 km tenggara polewalimandar) #bmkg;2022-02-10;polewalimandar;;-3.56;119.15
#gempa (update) mag:2.6, 10-feb-23 23:30:22 wib, lok:2.48 ls, 140.64 bt (pusat gempa berada di darat 10 km baratlaut kota jayapura), kedlmn:30 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-10;jayapura;;-2.48;140.64
#gempa dirasakan magnitudo: 2.6, kedalaman: 30 km, 10 feb 2023 23:30:22 wib, koordinat: 2.48 ls-140.64 bt (pusat gempa berada di darat 10 km baratlaut kota jayapura) #bmkg;2022-02-10;jayapura;;-2.48;140.64
"#gempa mag:3.3, 10-feb-2023 23:45:10wib, lok:3.62ls, 119.11bt (31 km baratdaya polewalimandar-sulbar), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-10;polewalimandar;sulbar;-3.62;119.11
#gempa (update) mag:3.4, 10-feb-23 21:27:19 wib, lok:2.49 ls, 140.66 bt (pusat gempa berada di darat 8 km barat laut kota jayapura), kedlmn:10 km dirasakan (mmi) ii-iii kota jayapura #bmkg;2022-02-10;jayapura;;-2.49;140.66
#gempa dirasakan magnitudo: 3.4, kedalaman: 10 km, 10 feb 2023 21:27:19 wib, koordinat: 2.49 ls-140.66 bt (pusat gempa berada di darat 8 km barat laut kota jayapura) #bmkg;2022-02-10;jayapura;;-2.49;140.66
#gempa (update) mag:4.0, 10-feb-23 20:26:57 wib, lok:2.53 ls, 140.66 bt (pusat gempa berada di darat 6 km barat laut kota jayapura), kedlmn:10 km dirasakan (mmi) iii-iv kota jayapura #bmkg;2022-02-10;jayapura;;-2.53;140.66
