data;date;place;place2;latitude;longitude
#gempa (update) mag:3.8, 15-feb-23 20:51:13 wib, lok:2.50 ls, 140.72 bt (pusat gempa berada di darat 4 km timur laut kota jayapura), kedlmn:10 km dirasakan (mmi) iii kota jayapura #bmkg;2022-02-15;jayapura;;-2.50;140.72
#gempa dirasakan magnitudo: 3.8, kedalaman: 10 km, 15 feb 2023 20:51:13 wib, koordinat: 2.50 ls-140.72 bt (pusat gempa berada di darat 4 km timur laut kota jayapura) #bmkg;2022-02-15;jayapura;;-2.50;140.72
"#gempa mag:3.8, 15-feb-2023 20:51:13wib, lok:2.52ls, 140.69bt (92 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;keerom;papua;-2.52;140.69
"#gempa mag:4.2, 15-feb-2023 20:43:12wib, lok:4.14lu, 128.99bt (245 km timurlaut daruba-malut), kedlmn:12 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;daruba;malut;4.14;128.99
"#gempa mag:3.5, 15-feb-2023 19:36:40wib, lok:3.87ls, 133.39bt (89 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;kaimana;papuabrt;-3.87;133.39
#gempa dirasakan magnitudo: 2.3, kedalaman: 18 km, 14 feb 2023 18:59:37 wib, koordinat: 6.79 ls-107.09 bt (pusat gempa berada di darat 6 km baratlaut kab. cianjur) #bmkg;2022-02-14;cianjur;;-6.79;107.09
"#gempa mag:3.7, 15-feb-2023 16:42:26wib, lok:3.65ls, 141.06bt (47 km tenggara keerom-papua), kedlmn:50 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;keerom;papua;-3.65;141.06
"#gempa mag:3.5, 15-feb-2023 16:19:40wib, lok:0.36ls, 124.61bt (106 km tenggara bolaanguki-bolsel-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;bolsel;sulut;-0.36;124.61
"#gempa mag:3.1, 15-feb-2023 15:46:02wib, lok:3.45ls, 126.90bt (30 km baratdaya buru-maluku), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;buru;maluku;-3.45;126.90
"#gempa mag:3.7, 15-feb-2023 15:05:26wib, lok:8.98ls, 119.04bt (48 km baratlaut tambolaka-ntt), kedlmn:77 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;tambolaka;ntt;-8.98;119.04
"#gempa mag:3.4, 15-feb-2023 12:39:00wib, lok:9.66ls, 119.65bt (7 km tenggara waibakul-ntt), kedlmn:29 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;waibakul;ntt;-9.66;119.65
#gempa (update) mag:3.1, 15-feb-23 12:11:18 wib, lok:2.53 ls, 140.67 bt (pusat gempa berada di darat 5 km barat laut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-15;jayapura;;-2.53;140.67
#gempa dirasakan magnitudo: 3.1, kedalaman: 10 km, 15 feb 2023 12:11:18 wib, koordinat: 2.53 ls-140.67 bt (pusat gempa berada di darat 5 km barat laut kota jayapura) #bmkg;2022-02-15;jayapura;;-2.53;140.67
"#gempa mag:3.6, 15-feb-2023 11:31:37wib, lok:0.43lu, 121.19bt (46 km tenggara parigimoutong-sulteng), kedlmn:67 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;parigimoutong;sulteng;0.43;121.19
#gempa (update) mag:2.9, 15-feb-23 08:01:27 wib, lok:2.51 ls, 140.65 bt (pusat gempa berada didarat 8 km baratlaut kota jayapura), kedlmn:4 km dirasakan (mmi) ii - iii kota jayapura #bmkg;2022-02-15;jayapura;;-2.51;140.65
#gempa dirasakan magnitudo: 2.9, kedalaman: 4 km, 15 feb 2023 08:01:27 wib, koordinat: 2.51 ls-140.65 bt (pusat gempa berada didarat 8 km baratlaut kota jayapura) #bmkg;2022-02-15;jayapura;;-2.51;140.65
#gempa (update) mag:3.3, 15-feb-23 07:36:00 wib, lok:2.52 ls, 140.67 bt (pusat gempa berada di darat 5 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii - iii jayapura #bmkg;2022-02-15;jayapura;;-2.52;140.67
#gempa dirasakan magnitudo: 3.3, kedalaman: 10 km, 15 feb 2023 07:36:00 wib, koordinat: 2.52 ls-140.67 bt (pusat gempa berada di darat 5 km baratlaut kota jayapura) #bmkg;2022-02-15;jayapura;;-2.52;140.67
"#gempa mag:2.9, 15-feb-2023 06:43:11wib, lok:9.43ls, 119.12bt (7 km baratdaya tambolaka-ntt), kedlmn:48 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;tambolaka;ntt;-9.43;119.12
#gempa (update) mag:2.4, 15-feb-23 04:57:46 wib, lok:2.52 ls, 140.67 bt (pusat gempa berada didarat 5 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-15;jayapura;;-2.52;140.67
#gempa dirasakan magnitudo: 2.4, kedalaman: 10 km, 15 feb 2023 04:57:46 wib, koordinat: 2.52 ls-140.67 bt (pusat gempa berada didarat 5 km baratlaut kota jayapura) #bmkg;2022-02-15;jayapura;;-2.52;140.67
"#gempa mag:3.7, 15-feb-2023 05:14:19wib, lok:2.63lu, 128.40bt (65 km timurlaut daruba-malut), kedlmn:195 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;daruba;malut;2.63;128.40
"#gempa mag:2.4, 15-feb-2023 04:41:45wib, lok:8.41ls, 118.53bt (15 km timurlaut dompu-ntb), kedlmn:155 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;dompu;ntb;-8.41;118.53
"#gempa mag:2.8, 15-feb-2023 01:07:00wib, lok:9.11ls, 119.45bt (43 km timurlaut tambolaka-ntt), kedlmn:29 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-15;tambolaka;ntt;-9.11;119.45
"#gempa mag:3.2, 14-feb-2023 23:23:59wib, lok:2.39ls, 140.73bt (106 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;keerom;papua;-2.39;140.73
#gempa (update) mag:2.7, 14-feb-23 22:38:06 wib, lok:2.52 ls, 140.67 bt (pusat gempa berada di darat 5 km baratlaut kota jayapura), kedlmn:9 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-14;jayapura;;-2.52;140.67
#gempa dirasakan magnitudo: 2.7, kedalaman: 9 km, 14 feb 2023 22:38:06 wib, koordinat: 2.52 ls-140.67 bt (pusat gempa berada di darat 5 km baratlaut kota jayapura) #bmkg;2022-02-14;jayapura;;-2.52;140.67
"#gempa mag:2.7, 14-feb-2023 22:38:06wib, lok:2.51ls, 140.67bt (93 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;keerom;papua;-2.51;140.67
"#gempa mag:3.7, 14-feb-2023 22:33:33wib, lok:0.37lu, 98.63bt (93 km tenggara niasselatan-sumut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;niasselatan;sumut;0.37;98.63
"#gempa mag:3.1, 14-feb-2023 21:49:24wib, lok:0.16ls, 124.56bt (87 km tenggara bolaanguki-bolsel-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;bolsel;sulut;-0.16;124.56
"#gempa mag:3.5, 14-feb-2023 21:45:40wib, lok:9.76ls, 117.26bt (120 km tenggara sumbawabarat-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;sumbawabarat;ntb;-9.76;117.26
#gempa (update) mag:2.3, 14-feb-23 20:02:12 wib, lok:6.78 ls, 107.08 bt (pusat gempa berada di darat 8 km baratlaut kab. cianjur), kedlmn:11 km dirasakan (mmi) ii ciputri, ii pacet, ii cipanas, ii cugenang #bmkg;2022-02-14;cianjur;;-6.78;107.08
#gempa dirasakan magnitudo: 2.3, kedalaman: 11 km, 14 feb 2023 20:02:12 wib, koordinat: 6.78 ls-107.08 bt (pusat gempa berada di darat 8 km baratlaut kab. cianjur) #bmkg;2022-02-14;cianjur;;-6.78;107.08
#gempa (update) mag:4.5, 14-feb-23 19:57:46 wib, lok:1.47 ls, 134.17 bt (pusat gempa berada di darat 2 km timurlaut ransiki), kedlmn:23 km dirasakan (mmi) ii - iii ransiki, ii - iii manokwari #bmkg;2022-02-14;ransiki;;-1.47;134.17
#gempa dirasakan magnitudo: 4.5, kedalaman: 23 km, 14 feb 2023 19:57:46 wib, koordinat: 1.47 ls-134.17 bt (pusat gempa berada di darat 2 km timurlaut ransiki) #bmkg;2022-02-14;ransiki;;-1.47;134.17
"#gempa mag:2.4, 14-feb-2023 20:02:13wib, lok:6.77ls, 107.08bt (8 km baratlaut kab-cianjur-jabar), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;cianjur;jabar;-6.77;107.08
"#gempa mag:5.0, 14-feb-2023 19:57:45wib, lok:1.46ls, 134.21bt (64 km tenggara manokwarisel-papuabrt), kedlmn:23 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;manokwarisel;papuabrt;-1.46;134.21
#gempa (update) mag:2.3, 14-feb-23 18:59:37 wib, lok:6.79 ls, 107.09 bt (pusat gempa berada di darat 6 km baratlaut kab. cianjur), kedlmn:18 km dirasakan (mmi) ii kec. pacet - cianjur #bmkg;2022-02-14;cianjur;;-6.79;107.09
"#gempa mag:3.6, 14-feb-2023 19:03:24wib, lok:0.72ls, 100.13bt (10 km baratdaya pariaman-sumbar), kedlmn:74 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;pariaman;sumbar;-0.72;100.13
"#gempa mag:3.1, 14-feb-2023 18:49:31wib, lok:2.24ls, 140.59bt (116 km timurlaut kab-jayapura-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;jayapura;papua;-2.24;140.59
"#gempa mag:2.8, 14-feb-2023 18:45:44wib, lok:0.33lu, 122.14bt (25 km tenggara pohuwato-gorontalo), kedlmn:165 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;pohuwato;gorontalo;0.33;122.14
"#gempa mag:2.9, 14-feb-2023 18:37:17wib, lok:2.46ls, 121.11bt (15 km baratlaut luwutimur-sulsel), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;luwutimur;sulsel;-2.46;121.11
"#gempa mag:4.4, 14-feb-2023 15:36:29wib, lok:7.09ls, 130.41bt (139 km baratlaut malukutenggarabrt), kedlmn:18 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;malukutenggarabrt;;-7.09;130.41
#gempa (update) mag:2.4, 14-feb-23 13:03:56 wib, lok:6.81 ls, 107.10 bt (pusat gempa berada di darat 4 km baratlaut kab. cianjur), kedlmn:11 km dirasakan (mmi) ii cipanas, ii ciherang, ii kota cianjur #bmkg;2022-02-14;cianjur;;-6.81;107.10
#gempa dirasakan magnitudo: 2.4, kedalaman: 11 km, 14 feb 2023 13:03:56 wib, koordinat: 6.81 ls-107.10 bt (pusat gempa berada di darat 4 km baratlaut kab. cianjur) #bmkg;2022-02-14;cianjur;;-6.81;107.10
#gempa (update) mag:5.3, 14-feb-23 13:02:21 wib, lok:0.46 lu, 121.05 bt (pusat gempa berada di darat 30 km tenggara parigi moutong), kedlmn:87 km dirasakan (mmi) iii - iv toli-toli, ii - iii pohuwato, ii - iii gorontalo utara, ii - iii kab. gorontalo, ii - iii buol #bmkg;2022-02-14;parigimoutong;;0.46;121.05
#gempa (update) mag:5.3, 14-feb-23 13:02:21 wib, lok:0.46 lu, 121.05 bt (pusat gempa berada di darat 30 km tenggara parigi moutong), kedlmn:87 km dirasakan (mmi) iii - iv toli-toli, ii - iii pohuwato, ii - iii gorontalo utara #bmkg;2022-02-14;parigimoutong;;0.46;121.05
#gempa dirasakan magnitudo: 5.3, kedalaman: 87 km, 14 feb 2023 13:02:21 wib, koordinat: 0.46 lu-121.05 bt (pusat gempa berada di darat 30 km tenggara parigi moutong) #bmkg;2022-02-14;parigimoutong;;0.46;121.05
#gempa mag:5.3, 14-feb-23 13:02:21 wib, lok:0.46 lu,121.05 bt (30 km tenggara parigimoutong-sulteng), kedlmn:87 km, tdk berpotensi tsunami #bmkg;2022-02-14;parigimoutong;sulteng;0.46;121.05
#gempa magnitudo: 5.3, kedalaman: 87 km, 14 feb 2023 13:02:21 wib, koordinat: 0.46 lu-121.05 bt (30 km tenggara parigimoutong-sulteng), tidak berpotensi tsunami #bmkg;2022-02-14;parigimoutong;sulteng;0.46;121.05
"#gempa mag:5.5, 14-feb-2023 13:02:21wib, lok:0.45lu, 121.04bt (30 km tenggara parigimoutong-sulteng), kedlmn:87 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;parigimoutong;sulteng;0.45;121.04
#gempa (update) mag:2.2, 14-feb-23 12:49:12 wib, lok:2.54 ls, 140.69 bt (pusat gempa berada di darat 3 km baratdaya kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-14;jayapura;;-2.54;140.69
#gempa dirasakan magnitudo: 2.2, kedalaman: 10 km, 14 feb 2023 12:49:12 wib, koordinat: 2.54 ls-140.69 bt (pusat gempa berada di darat 3 km baratdaya kota jayapura) #bmkg;2022-02-14;jayapura;;-2.54;140.69
"#gempa mag:4.1, 14-feb-2023 00:33:29wib, lok:10.29ls, 116.08bt (177 km baratdaya lomboktengah-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-14;lomboktengah;ntb;-10.29;116.08
"#gempa mag:3.2, 13-feb-2023 23:03:58wib, lok:2.59ls, 121.72bt (23 km baratlaut morowali-sulteng), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;morowali;sulteng;-2.59;121.72
#gempa (update) mag:3.4, 13-feb-23 22:37:30 wib, lok:2.41 ls, 140.67 bt (pusat gempa berada di laut 15 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-13;jayapura;;-2.41;140.67
#gempa dirasakan magnitudo: 3.4, kedalaman: 10 km, 13 feb 2023 22:37:30 wib, koordinat: 2.41 ls-140.67 bt (pusat gempa berada di laut 15 km baratlaut kota jayapura) #bmkg;2022-02-13;jayapura;;-2.41;140.67
"#gempa mag:3.4, 13-feb-2023 22:43:43wib, lok:0.07ls, 123.12bt (67 km baratdaya bonebolango-gorontalo), kedlmn:139 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;bonebolango;gorontalo;-0.07;123.12
"#gempa mag:4.6, 13-feb-2023 22:40:50wib, lok:0.45lu, 129.35bt (110 km timurlaut halmaheratengah-malut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;halmaheratengah;malut;0.45;129.35
"#gempa mag:4.1, 13-feb-2023 22:36:23wib, lok:2.37ls, 140.70bt (108 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;keerom;papua;-2.37;140.70
"#gempa mag:3.8, 13-feb-2023 22:27:37wib, lok:3.08lu, 126.59bt (102 km baratdaya melonguane-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;melonguane;sulut;3.08;126.59
"#gempa mag:4.4, 13-feb-2023 20:20:35wib, lok:1.60lu, 124.73bt (33 km baratlaut airmadidi-minut-sulut), kedlmn:227 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;minut;sulut;1.60;124.73
#gempa (update) mag:3.1, 13-feb-23 19:31:00 wib, lok:2.39 ls, 140.69 bt (pusat gempa berada di laut 16 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-13;jayapura;;-2.39;140.69
#gempa dirasakan magnitudo: 3.1, kedalaman: 10 km, 13 feb 2023 19:31:00 wib, koordinat: 2.39 ls-140.69 bt (pusat gempa berada di laut 16 km baratlaut kota jayapura) #bmkg;2022-02-13;jayapura;;-2.39;140.69
"#gempa mag:3.2, 13-feb-2023 18:47:50wib, lok:1.62ls, 133.38bt (32 km timurlaut telukbintuni-papuabrt), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;telukbintuni;papuabrt;-1.62;133.38
#gempa (update) mag:3.2, 13-feb-23 16:17:18 wib, lok:2.45 ls, 140.66 bt (pusat gempa berada di laut 11 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-13;jayapura;;-2.45;140.66
#gempa dirasakan magnitudo: 3.2, kedalaman: 10 km, 13 feb 2023 16:17:18 wib, koordinat: 2.45 ls-140.66 bt (pusat gempa berada di laut 11 km baratlaut kota jayapura) #bmkg;2022-02-13;jayapura;;-2.45;140.66
"#gempa mag:3.6, 13-feb-2023 16:11:59wib, lok:8.87ls, 124.08bt (79 km tenggara lembata-ntt), kedlmn:54 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;lembata;ntt;-8.87;124.08
#gempa dirasakan magnitudo: 2.9, kedalaman: 5 km, 09 feb 2023 21:32:10 wib, koordinat: 2.57 ls-140.70 bt (pusat gempa berada di darat 4 km barat daya kota jayapura) #bmkg;2022-02-09;jayapura;;-2.57;140.70
"#gempa mag:3.3, 13-feb-2023 13:56:10wib, lok:8.28ls, 116.56bt (41 km timurlaut lomboktimur-ntb), kedlmn:11 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;lomboktimur;ntb;-8.28;116.56
#gempa (update) mag:2.9, 13-feb-23 12:29:21 wib, lok:2.51 ls, 140.68 bt (pusat gempa berada di darat 5km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-13;jayapura;;-2.51;140.68
#gempa dirasakan magnitudo: 2.9, kedalaman: 10 km, 13 feb 2023 12:29:21 wib, koordinat: 2.51 ls-140.68 bt (pusat gempa berada di darat 5km baratlaut kota jayapura) #bmkg;2022-02-13;jayapura;;-2.51;140.68
#gempa (update) mag:3.4, 13-feb-23 11:46:29 wib, lok:2.49 ls, 140.71 bt (pusat gempa berada di darat 5 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-13;jayapura;;-2.49;140.71
#gempa dirasakan magnitudo: 3.4, kedalaman: 10 km, 13 feb 2023 11:46:29 wib, koordinat: 2.49 ls-140.71 bt (pusat gempa berada di darat 5 km baratlaut kota jayapura) #bmkg;2022-02-13;jayapura;;-2.49;140.71
"#gempa mag:4.9, 13-feb-2023 09:33:26wib, lok:7.57ls, 128.94bt (143 km timurlaut malukubrtdaya), kedlmn:143 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;malukubrtdaya;;-7.57;128.94
"#gempa mag:3.9, 13-feb-2023 07:26:07wib, lok:3.02lu, 127.29bt (128 km tenggara melonguane-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;melonguane;sulut;3.02;127.29
"#gempa mag:3.8, 13-feb-2023 05:43:36wib, lok:0.07ls, 123.55bt (69 km baratdaya bolaanguki-bolsel-sulut), kedlmn:127 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;bolsel;sulut;-0.07;123.55
"#gempa mag:3.5, 13-feb-2023 04:51:02wib, lok:0.03lu, 125.65bt (140 km tenggara tutuyan-boltim-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;boltim;sulut;0.03;125.65
"#gempa mag:3.1, 13-feb-2023 03:34:58wib, lok:8.70ls, 111.39bt (65 km tenggara pacitan-jatim), kedlmn:19 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;pacitan;jatim;-8.70;111.39
"#gempa mag:3.4, 13-feb-2023 03:12:58wib, lok:2.37lu, 127.33bt (102 km baratlaut tobelo-malut), kedlmn:75 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;tobelo;malut;2.37;127.33
#gempa (update) mag:2.7, 13-feb-23 01:40:29 wib, lok:2.42 ls, 140.62 bt (pusat gempa berada di laut 17 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-13;jayapura;;-2.42;140.62
#gempa dirasakan magnitudo: 2.7, kedalaman: 10 km, 13 feb 2023 01:40:29 wib, koordinat: 2.42 ls-140.62 bt (pusat gempa berada di laut 17 km baratlaut kota jayapura) #bmkg;2022-02-13;jayapura;;-2.42;140.62
#gempa (update) mag:3.0, 13-feb-23 01:25:02 wib, lok:2.52 ls, 140.62 bt (pusat gempa berada di darat 11 km baratlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-02-13;jayapura;;-2.52;140.62
#gempa dirasakan magnitudo: 3.0, kedalaman: 10 km, 13 feb 2023 01:25:02 wib, koordinat: 2.52 ls-140.62 bt (pusat gempa berada di darat 11 km baratlaut kota jayapura) #bmkg;2022-02-13;jayapura;;-2.52;140.62
"#gempa mag:3.4, 13-feb-2023 01:33:21wib, lok:1.28lu, 126.35bt (126 km baratlaut jailolo-malut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;jailolo;malut;1.28;126.35
#gempa (update) mag:5.3, 13-feb-23 00:38:07 wib, lok:1.49 ls, 134.17 bt (pusat gempa berada di darat 1 km tenggara ransiki), kedlmn:20 km dirasakan (mmi) iv ransiki #bmkg;2022-02-13;ransiki;;-1.49;134.17
#gempa dirasakan magnitudo: 5.3, kedalaman: 20 km, 13 feb 2023 00:38:07 wib, koordinat: 1.49 ls-134.17 bt (pusat gempa berada di darat 1 km tenggara ransiki) #bmkg;2022-02-13;ransiki;;-1.49;134.17
#gempa mag:5.3, 13-feb-23 00:38:07 wib, lok:1.49 ls,134.17 bt (1 km tenggara ransiki-papuabrt), kedlmn:20 km, tdk berpotensi tsunami #bmkg;2022-02-13;ransiki;papuabrt;-1.49;134.17
#gempa magnitudo: 5.3, kedalaman: 20 km, 13 feb 2023 00:38:07 wib, koordinat: 1.49 ls-134.17 bt (1 km tenggara ransiki-papuabrt), tidak berpotensi tsunami #bmkg;2022-02-13;ransiki;papuabrt;-1.49;134.17
"#gempa mag:5.4, 13-feb-2023 00:38:06wib, lok:1.44ls, 134.19bt (62 km tenggara manokwarisel-papuabrt), kedlmn:21 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;manokwarisel;papuabrt;-1.44;134.19
"#gempa mag:3.5, 13-feb-2023 00:23:01wib, lok:1.89ls, 128.77bt (123 km tenggara halmaheraselatan-malut), kedlmn:13 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;halmaheraselatan;malut;-1.89;128.77
"#gempa mag:3.6, 13-feb-2023 00:01:16wib, lok:0.96ls, 124.71bt (115 km timurlaut bobong-malut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-13;bobong;malut;-0.96;124.71
#gempa (update) mag:2.5, 12-feb-23 21:41:29 wib, lok:6.85 ls, 107.10 bt (pusat gempa berada di darat 5 km baratdaya kab. cianjur), kedlmn:10 km dirasakan (mmi) ii cibereum, ii cilaku, ii ciseupan, ii nagrak #bmkg;2022-02-12;cianjur;;-6.85;107.10
#gempa dirasakan magnitudo: 2.5, kedalaman: 10 km, 12 feb 2023 21:41:29 wib, koordinat: 6.85 ls-107.10 bt (pusat gempa berada di darat 5 km baratdaya kab. cianjur) #bmkg;2022-02-12;cianjur;;-6.85;107.10
"#gempa mag:3.7, 12-feb-2023 22:08:00wib, lok:9.13ls, 111.31bt (108 km tenggara pacitan-jatim), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-02-12;pacitan;jatim;-9.13;111.31
